Year,State,TotalCount,pop1000,rate
1921,DELAWARE,9,216,0.041666666666666664
1921,FLORIDA,71,997,0.0712136409227683
1921,GEORGIA,1016,2965,0.3426644182124789
1921,IDAHO,328,435,0.7540229885057471
1921,ILLINOIS,12890,6858,1.8795567220764071
1921,INDIANA,916,2976,0.3077956989247312
1921,IOWA,892,2407,0.37058579144162856
1921,KANSAS,2833,1779,1.5924676784710512
1921,KENTUCKY,958,2436,0.39326765188834156
1921,LOUISIANA,921,1847,0.49864645370871685
1921,MAINE,929,775,1.1987096774193549
1921,MARYLAND,9,1492,0.006032171581769437
1921,MASSACHUSETTS,10866,3951,2.750189825360668
1921,MICHIGAN,1892,3872,0.48863636363636365
1921,MINNESOTA,573,2434,0.23541495480690222
1921,MISSISSIPPI,13,1823,0.007131102578167855
1921,MISSOURI,1466,3429,0.42752989209682124
1921,MONTANA,1028,546,1.8827838827838828
1921,NEBRASKA,479,1309,0.36592818945760125
1921,NEVADA,4,80,0.05
1921,NEW HAMPSHIRE,238,449,0.5300668151447662
1921,NEW JERSEY,4576,3297,1.3879284197755535
1921,NEW MEXICO,50,370,0.13513513513513514
1921,NEW YORK,9221,10416,0.8852726574500768
1921,NORTH CAROLINA,3697,2651,1.3945680875141455
1921,NORTH DAKOTA,203,646,0.3142414860681115
1921,OHIO,3647,5921,0.615943252828914
1921,OKLAHOMA,141,2108,0.06688804554079697
1921,OREGON,1694,798,2.1228070175438596
1921,PENNSYLVANIA,8010,8900,0.9
1921,RHODE ISLAND,2,629,0.003179650238473768
1921,SOUTH CAROLINA,602,1693,0.3555818074424099
1921,SOUTH DAKOTA,34,652,0.05214723926380368
1921,TENNESSEE,412,2369,0.17391304347826086
1921,TEXAS,1917,4853,0.39501339377704514
1921,UTAH,2049,457,4.483588621444201
1921,VERMONT,118,355,0.3323943661971831
1921,VIRGINIA,4192,2395,1.750313152400835
1921,WASHINGTON,944,1405,0.6718861209964413
1921,WEST VIRGINIA,1214,1485,0.8175084175084175
1921,WISCONSIN,678,2722,0.2490815576781778
1921,WYOMING,4,203,0.019704433497536946
1922,ALABAMA,117,2434,0.048069022185702547
1922,ARKANSAS,21,1772,0.011851015801354402
1922,CALIFORNIA,618,3991,0.15484840892007015
1922,COLORADO,118,965,0.12227979274611399
1922,CONNECTICUT,4260,1431,2.9769392033542976
1922,DELAWARE,41,214,0.19158878504672897
1922,FLORIDA,25,1044,0.023946360153256706
1922,GEORGIA,162,2965,0.05463743676222597
1922,IDAHO,3,436,0.006880733944954129
1922,ILLINOIS,13056,6958,1.8764012647312447
1922,INDIANA,1781,2965,0.6006745362563238
1922,IOWA,272,2428,0.11202635914332784
1922,KANSAS,178,1799,0.09894385769872151
1922,KENTUCKY,2290,2450,0.9346938775510204
1922,LOUISIANA,19,1871,0.010154997327632281
1922,MAINE,145,778,0.18637532133676094
1922,MARYLAND,36,1509,0.02385685884691849
1922,MASSACHUSETTS,18863,4010,4.703990024937656
1922,MICHIGAN,8252,3942,2.093353627600203
1922,MINNESOTA,1053,2451,0.42962056303549573
1922,MISSOURI,310,3437,0.09019493744544661
1922,MONTANA,22,543,0.040515653775322284
1922,NEBRASKA,1200,1312,0.9146341463414634
1922,NEW HAMPSHIRE,316,451,0.7006651884700665
1922,NEW JERSEY,13073,3380,3.867751479289941
1922,NEW MEXICO,2,375,0.005333333333333333
1922,NEW YORK,7455,10589,0.7040324865426386
1922,NORTH CAROLINA,22,2700,0.008148148148148147
1922,NORTH DAKOTA,6,647,0.00927357032457496
1922,OHIO,16690,6054,2.756854971919392
1922,OKLAHOMA,208,2140,0.09719626168224299
1922,OREGON,66,814,0.08108108108108109
1922,PENNSYLVANIA,35820,8982,3.987975951903808
1922,SOUTH CAROLINA,6,1692,0.0035460992907801418
1922,SOUTH DAKOTA,52,660,0.07878787878787878
1922,TENNESSEE,430,2424,0.1773927392739274
1922,TEXAS,1673,4955,0.33763874873864785
1922,UTAH,30,467,0.06423982869379015
1922,VERMONT,21,354,0.059322033898305086
1922,VIRGINIA,1429,2412,0.5924543946932007
1922,WASHINGTON,340,1415,0.24028268551236748
1922,WEST VIRGINIA,895,1498,0.5974632843791722
1922,WISCONSIN,8035,2761,2.91017747193046
1922,WYOMING,20,208,0.09615384615384616
1923,ALABAMA,4968,2464,2.0162337662337664
1923,ARKANSAS,1476,1784,0.827354260089686
1923,CALIFORNIA,12826,4270,3.0037470725995314
1923,COLORADO,4499,984,4.5721544715447155
1923,CONNECTICUT,3502,1455,2.406872852233677
1923,DELAWARE,2,215,0.009302325581395349
1923,FLORIDA,435,1097,0.39653600729261623
1923,GEORGIA,5265,2954,1.7823290453622207
1923,IDAHO,7,436,0.016055045871559634
1923,ILLINOIS,24861,7068,3.517402376910017
1923,INDIANA,11665,3042,3.834648257725181
1923,IOWA,3497,2425,1.442061855670103
1923,KANSAS,4560,1808,2.52212389380531
1923,KENTUCKY,1390,2480,0.5604838709677419
1923,LOUISIANA,651,1903,0.3420914345769837
1923,MAINE,1773,781,2.2701664532650447
1923,MARYLAND,842,1521,0.5535831689677844
1923,MASSACHUSETTS,18972,4057,4.676361843726892
1923,MICHIGAN,13186,4063,3.245385183362048
1923,MINNESOTA,3560,2487,1.4314435062324085
1923,MISSISSIPPI,1,1858,5.382131324004305e-4
1923,MISSOURI,4403,3454,1.2747539085118702
1923,MONTANA,1010,538,1.8773234200743494
1923,NEBRASKA,509,1321,0.3853141559424678
1923,NEVADA,22,82,0.2682926829268293
1923,NEW HAMPSHIRE,1329,453,2.933774834437086
1923,NEW JERSEY,12081,3472,3.4795506912442398
1923,NEW MEXICO,79,382,0.20680628272251309
1923,NEW YORK,18706,10752,1.7397693452380953
1923,NORTH CAROLINA,4936,2761,1.7877580586743933
1923,NORTH DAKOTA,31,648,0.047839506172839504
1923,OHIO,23617,6183,3.819666828400453
1923,OKLAHOMA,450,2159,0.20842982862436313
1923,OREGON,2507,833,3.009603841536615
1923,PENNSYLVANIA,37960,9148,4.14954088325317
1923,RHODE ISLAND,92,656,0.1402439024390244
1923,SOUTH CAROLINA,899,1699,0.5291347851677457
1923,SOUTH DAKOTA,271,669,0.40508221225710017
1923,TENNESSEE,5693,2463,2.311408850994722
1923,TEXAS,2696,5077,0.5310222572385267
1923,UTAH,283,474,0.5970464135021097
1923,VERMONT,1014,354,2.864406779661017
1923,VIRGINIA,9680,2423,3.9950474618241847
1923,WASHINGTON,5738,1433,4.004187020237264
1923,WEST VIRGINIA,4349,1526,2.8499344692005244
1923,WISCONSIN,14845,2803,5.296111309311452
1923,WYOMING,10,211,0.04739336492890995
1924,ALABAMA,1617,2501,0.6465413834466214
1924,ARIZONA,1,382,0.002617801047120419
1924,ARKANSAS,1710,1800,0.95
1924,CALIFORNIA,6784,4541,1.4939440651838802
1924,COLORADO,3373,1014,3.326429980276134
1924,CONNECTICUT,1189,1481,0.8028359216745442
1924,DELAWARE,52,219,0.2374429223744292
1924,FLORIDA,471,1160,0.4060344827586207
1924,GEORGIA,945,2920,0.3236301369863014
1924,IDAHO,578,434,1.3317972350230414
1924,ILLINOIS,6154,7215,0.8529452529452529
1924,INDIANA,1526,3086,0.4944912508101102
1924,IOWA,217,2420,0.0896694214876033
1924,KANSAS,5016,1807,2.7758716104039847
1924,KENTUCKY,581,2531,0.2295535361517187
1924,LOUISIANA,1892,1939,0.9757607013924704
1924,MAINE,314,788,0.39847715736040606
1924,MARYLAND,304,1537,0.1977878985035784
1924,MASSACHUSETTS,6815,4102,1.6613846903949292
1924,MICHIGAN,4695,4214,1.1141433317513052
1924,MINNESOTA,723,2521,0.2867909559698532
1924,MISSOURI,1716,3508,0.48916761687571264
1924,MONTANA,2175,538,4.0427509293680295
1924,NEBRASKA,2296,1333,1.722430607651913
1924,NEVADA,128,84,1.5238095238095237
1924,NEW HAMPSHIRE,634,457,1.387308533916849
1924,NEW JERSEY,3792,3573,1.0612930310663309
1924,NEW MEXICO,376,390,0.9641025641025641
1924,NEW YORK,2977,10953,0.2717976810006391
1924,NORTH CAROLINA,1946,2830,0.6876325088339222
1924,NORTH DAKOTA,259,642,0.40342679127725856
1924,OHIO,6026,6319,0.953631903782244
1924,OKLAHOMA,190,2179,0.08719596145020651
1924,OREGON,609,856,0.7114485981308412
1924,PENNSYLVANIA,5067,9383,0.5400191836299691
1924,SOUTH CAROLINA,1434,1710,0.8385964912280702
1924,SOUTH DAKOTA,619,673,0.9197622585438335
1924,TENNESSEE,1044,2502,0.4172661870503597
1924,TEXAS,4494,5210,0.8625719769673704
1924,UTAH,4431,481,9.212058212058212
1924,VERMONT,101,355,0.28450704225352114
1924,VIRGINIA,2775,2426,1.1438582028029678
1924,WASHINGTON,11280,1467,7.689161554192229
1924,WEST VIRGINIA,377,1577,0.23906150919467342
1924,WISCONSIN,1632,2833,0.5760677726791387
1925,ALABAMA,53,2534,0.020915548539857932
1925,ARIZONA,26,393,0.06615776081424936
1925,ARKANSAS,102,1812,0.056291390728476824
1925,CALIFORNIA,1104,4730,0.23340380549682876
1925,COLORADO,157,1019,0.15407262021589793
1925,CONNECTICUT,2031,1506,1.348605577689243
1925,DELAWARE,287,222,1.2927927927927927
1925,FLORIDA,6,1264,0.004746835443037975
1925,GEORGIA,23,2883,0.007977800901838363
1925,IDAHO,5,436,0.011467889908256881
1925,ILLINOIS,13712,7306,1.8768135778811936
1925,INDIANA,1024,3119,0.32831035588329593
1925,IOWA,74,2427,0.030490317264112072
1925,KANSAS,53,1825,0.02904109589041096
1925,KENTUCKY,89,2520,0.03531746031746032
1925,LOUISIANA,33,1972,0.016734279918864097
1925,MAINE,26,792,0.03282828282828283
1925,MARYLAND,13,1556,0.008354755784061696
1925,MASSACHUSETTS,11086,4154,2.6687530091478093
1925,MICHIGAN,3645,4331,0.8416070191641654
1925,MINNESOTA,286,2540,0.1125984251968504
1925,MISSOURI,162,3526,0.04594441293250142
1925,MONTANA,553,535,1.033644859813084
1925,NEBRASKA,57,1343,0.04244229337304542
1925,NEVADA,0,85,0
1925,NEW HAMPSHIRE,98,459,0.21350762527233116
1925,NEW JERSEY,3120,3664,0.851528384279476
1925,NEW MEXICO,14,396,0.03535353535353535
1925,NEW YORK,5974,11186,0.5340604326837117
1925,NORTH CAROLINA,176,2895,0.06079447322970639
1925,NORTH DAKOTA,8,643,0.012441679626749611
1925,OHIO,4787,6434,0.7440161641280696
1925,OKLAHOMA,32,2216,0.01444043321299639
1925,OREGON,65,883,0.07361268403171008
1925,PENNSYLVANIA,16686,9478,1.7604979953576705
1925,SOUTH CAROLINA,15,1718,0.008731082654249126
1925,SOUTH DAKOTA,9,682,0.013196480938416423
1925,TENNESSEE,540,2531,0.21335440537337022
1925,TEXAS,57,5332,0.010690172543135784
1925,UTAH,52,487,0.10677618069815195
1925,VERMONT,129,355,0.36338028169014086
1925,VIRGINIA,577,2423,0.2381345439537763
1925,WASHINGTON,228,1494,0.15261044176706828
1925,WEST VIRGINIA,622,1593,0.39045825486503455
1925,WISCONSIN,7211,2863,2.5186866922808244
1926,ALABAMA,1797,2567,0.7000389559797429
1926,ARIZONA,12,403,0.02977667493796526
1926,ARKANSAS,325,1826,0.17798466593647316
1926,CALIFORNIA,4781,4929,0.9699736254818422
1926,COLORADO,1151,1016,1.1328740157480315
1926,CONNECTICUT,3111,1531,2.032005225342913
1926,DELAWARE,1283,225,5.702222222222222
1926,FLORIDA,194,1368,0.14181286549707603
1926,GEORGIA,649,2869,0.2262112234227954
1926,IDAHO,47,441,0.10657596371882086
1926,ILLINOIS,8500,7395,1.1494252873563218
1926,INDIANA,12291,3148,3.90438373570521
1926,IOWA,1985,2432,0.8162006578947368
1926,KANSAS,1662,1836,0.9052287581699346
1926,KENTUCKY,3772,2545,1.4821218074656188
1926,LOUISIANA,209,2005,0.10423940149625935
1926,MAINE,1883,793,2.3745271122320304
1926,MARYLAND,532,1576,0.33756345177664976
1926,MASSACHUSETTS,8182,4194,1.9508822126847878
1926,MICHIGAN,17856,4451,4.011682767917322
1926,MINNESOTA,3582,2560,1.39921875
1926,MISSOURI,3524,3556,0.9910011248593926
1926,MONTANA,1047,531,1.9717514124293785
1926,NEBRASKA,1148,1353,0.8484848484848485
1926,NEVADA,3,87,0.034482758620689655
1926,NEW HAMPSHIRE,436,463,0.9416846652267818
1926,NEW JERSEY,8417,3758,2.2397551889302822
1926,NEW MEXICO,49,403,0.12158808933002481
1926,NEW YORK,6807,11257,0.6046904148529804
1926,NORTH CAROLINA,1559,2959,0.5268671848597499
1926,NORTH DAKOTA,288,651,0.4423963133640553
1926,OHIO,24870,6504,3.82380073800738
1926,OKLAHOMA,106,2256,0.04698581560283688
1926,OREGON,776,905,0.8574585635359117
1926,PENNSYLVANIA,15518,9594,1.617469251615593
1926,SOUTH CAROLINA,106,1726,0.06141367323290846
1926,SOUTH DAKOTA,447,683,0.6544655929721815
1926,TENNESSEE,3732,2553,1.4618096357226793
1926,TEXAS,102,5453,0.018705299834953237
1926,UTAH,1982,494,4.012145748987854
1926,VERMONT,188,356,0.5280898876404494
1926,VIRGINIA,4221,2419,1.7449359239355104
1926,WASHINGTON,2117,1516,1.396437994722955
1926,WEST VIRGINIA,2314,1623,1.425754775107825
1926,WISCONSIN,10205,2892,3.5286998616874135
1927,ALABAMA,1843,2609,0.7064009198926792
1927,ARIZONA,44,414,0.10628019323671498
1927,ARKANSAS,1251,1840,0.6798913043478261
1927,CALIFORNIA,14978,5147,2.9100446862249854
1927,COLORADO,7720,1028,7.509727626459144
1927,CONNECTICUT,779,1557,0.5003211303789339
1927,DELAWARE,30,229,0.13100436681222707
1927,FLORIDA,1502,1418,1.0592383638928067
1927,GEORGIA,1624,2891,0.5617433414043583
1927,IDAHO,287,447,0.6420581655480985
1927,ILLINOIS,20012,7519,2.661524138848251
1927,INDIANA,1407,3191,0.44092760890003135
1927,IOWA,2646,2441,1.0839819746005734
1927,KANSAS,2719,1836,1.4809368191721133
1927,KENTUCKY,109,2551,0.042728341826734614
1927,LOUISIANA,1937,2039,0.9499754781755763
1927,MAINE,368,796,0.4623115577889447
1927,MARYLAND,392,1599,0.24515322076297685
1927,MASSACHUSETTS,7192,4223,1.703054700449917
1927,MICHIGAN,3195,4589,0.6962301154935716
1927,MINNESOTA,241,2588,0.09312210200927357
1927,MISSOURI,1791,3576,0.5008389261744967
1927,MONTANA,416,527,0.7893738140417458
1927,NEBRASKA,2894,1365,2.12014652014652
1927,NEVADA,38,88,0.4318181818181818
1927,NEW HAMPSHIRE,646,466,1.386266094420601
1927,NEW JERSEY,894,3891,0.22976098689282962
1927,NEW MEXICO,617,410,1.5048780487804878
1927,NEW YORK,6169,11174,0.552085197780562
1927,NORTH CAROLINA,6646,3027,2.1955731747604887
1927,NORTH DAKOTA,815,657,1.2404870624048707
1927,OHIO,1834,6577,0.27885053975976887
1927,OKLAHOMA,1583,2306,0.686470078057242
1927,OREGON,2457,925,2.656216216216216
1927,PENNSYLVANIA,8831,9745,0.9062083119548486
1927,RHODE ISLAND,30,677,0.04431314623338257
1927,SOUTH CAROLINA,3098,1736,1.7845622119815667
1927,SOUTH DAKOTA,1452,682,2.129032258064516
1927,TENNESSEE,1426,2608,0.5467791411042945
1927,TEXAS,2050,5577,0.367581136811906
1927,UTAH,1968,500,3.936
1927,VERMONT,331,357,0.927170868347339
1927,VIRGINIA,5545,2433,2.2790793259350597
1927,WASHINGTON,6175,1538,4.0149544863459035
1927,WEST VIRGINIA,520,1671,0.31119090365050867
1927,WISCONSIN,5688,2916,1.9506172839506173
1927,WYOMING,32,219,0.1461187214611872
1928,ALABAMA,10318,2640,3.908333333333333
1928,ARIZONA,848,422,2.009478672985782
1928,ARKANSAS,10317,1847,5.585814834867352
1928,CALIFORNIA,5244,5344,0.9812874251497006
1928,COLORADO,3562,1014,3.5128205128205128
1928,CONNECTICUT,14140,1577,8.966391883322764
1928,DELAWARE,1024,233,4.394849785407725
1928,FLORIDA,1834,1433,1.2798325191905093
1928,GEORGIA,5758,2903,1.9834653806407165
1928,IDAHO,87,449,0.19376391982182628
1928,ILLINOIS,9406,7576,1.2415522703273496
1928,INDIANA,10945,3212,3.4075342465753424
1928,IOWA,1031,2450,0.42081632653061224
1928,KANSAS,2904,1850,1.5697297297297297
1928,KENTUCKY,7449,2567,2.901830931047916
1928,LOUISIANA,6946,2064,3.36531007751938
1928,MAINE,4292,797,5.385194479297365
1928,MARYLAND,17974,1610,11.163975155279504
1928,MASSACHUSETTS,53844,4217,12.7683187099834
1928,MICHIGAN,42825,4665,9.180064308681672
1928,MINNESOTA,3732,2592,1.4398148148148149
1928,MISSOURI,8298,3601,2.30435990002777
1928,MONTANA,1133,541,2.0942698706099816
1928,NEBRASKA,1148,1371,0.8373450036469731
1928,NEVADA,2,89,0.02247191011235955
1928,NEW HAMPSHIRE,1480,468,3.1623931623931623
1928,NEW JERSEY,39422,3968,9.934979838709678
1928,NEW MEXICO,3316,416,7.971153846153846
1928,NEW YORK,86276,11599,7.438227433399431
1928,NORTH CAROLINA,59814,3082,19.407527579493834
1928,NORTH DAKOTA,398,665,0.5984962406015037
1928,OHIO,37339,6608,5.650575060532687
1928,OKLAHOMA,6708,2344,2.861774744027304
1928,OREGON,2769,936,2.9583333333333335
1928,PENNSYLVANIA,76976,9802,7.853091205876352
1928,RHODE ISLAND,5037,678,7.429203539823009
1928,SOUTH CAROLINA,21615,1739,12.42955721679126
1928,SOUTH DAKOTA,1149,685,1.6773722627737226
1928,TENNESSEE,10905,2624,4.155868902439025
1928,TEXAS,7176,5675,1.2644933920704846
1928,UTAH,138,504,0.27380952380952384
1928,VERMONT,1249,358,3.488826815642458
1928,VIRGINIA,3809,2435,1.564271047227926
1928,WASHINGTON,9030,1551,5.8220502901353965
1928,WEST VIRGINIA,3618,1696,2.1332547169811322
1928,WISCONSIN,4868,2923,1.6654122476907287
1928,WYOMING,503,220,2.286363636363636
1929,ALABAMA,3091,2644,1.1690620272314676
1929,ARIZONA,240,430,0.5581395348837209
1929,ARKANSAS,1486,1852,0.8023758099352052
1929,CALIFORNIA,6262,5531,1.1321641656120052
1929,COLORADO,990,1008,0.9821428571428571
1929,CONNECTICUT,10419,1594,6.536386449184442
1929,DELAWARE,907,236,3.843220338983051
1929,FLORIDA,1848,1445,1.278892733564014
1929,GEORGIA,1374,2903,0.47330347915949017
1929,IDAHO,839,447,1.8769574944071588
1929,ILLINOIS,55025,7606,7.234420194583223
1929,INDIANA,13840,3226,4.290142591444513
1929,IOWA,2705,2460,1.0995934959349594
1929,KANSAS,12094,1867,6.477771826459561
1929,KENTUCKY,1225,2606,0.47006907137375287
1929,LOUISIANA,2076,2086,0.9952061361457335
1929,MAINE,5890,797,7.39021329987453
1929,MARYLAND,2065,1621,1.2739049969154843
1929,MASSACHUSETTS,17394,4229,4.113029084890045
1929,MICHIGAN,23785,4795,4.960375391032326
1929,MINNESOTA,17375,2572,6.755443234836703
1929,MISSOURI,10827,3622,2.9892324682495857
1929,MONTANA,5425,524,10.353053435114504
1929,NEBRASKA,5265,1375,3.829090909090909
1929,NEVADA,10,90,0.1111111111111111
1929,NEW HAMPSHIRE,1823,467,3.903640256959315
1929,NEW JERSEY,8050,3989,2.018049636500376
1929,NEW MEXICO,245,420,0.5833333333333334
1929,NEW YORK,31286,12171,2.5705365212390108
1929,NORTH CAROLINA,1232,3133,0.3932333226939036
1929,NORTH DAKOTA,2725,674,4.043026706231454
1929,OHIO,51493,6626,7.77135526712949
1929,OKLAHOMA,1330,2372,0.56070826306914
1929,OREGON,6024,947,6.361140443505808
1929,PENNSYLVANIA,52473,9723,5.396791113853749
1929,RHODE ISLAND,1804,684,2.6374269005847952
1929,SOUTH CAROLINA,219,1739,0.12593444508338125
1929,SOUTH DAKOTA,2449,690,3.5492753623188404
1929,TENNESSEE,935,2604,0.35906298003072196
1929,TEXAS,5182,5762,0.8993405067684832
1929,UTAH,598,508,1.1771653543307086
1929,VERMONT,393,359,1.0947075208913648
1929,VIRGINIA,455,2425,0.18762886597938144
1929,WASHINGTON,5979,1555,3.845016077170418
1929,WEST VIRGINIA,8991,1717,5.236458940011648
1929,WISCONSIN,45670,2934,15.565780504430812
1929,WYOMING,697,223,3.125560538116592
1930,ALABAMA,6069,2647,2.292784284095202
1930,ARIZONA,2297,434,5.292626728110599
1930,ARKANSAS,1229,1859,0.6611081226465841
1930,CALIFORNIA,56227,5711,9.845386097005779
1930,COLORADO,18037,1040,17.34326923076923
1930,CONNECTICUT,2378,1613,1.4742715437073775
1930,DELAWARE,312,239,1.3054393305439331
1930,FLORIDA,6649,1471,4.520054384772264
1930,GEORGIA,5369,2910,1.8450171821305843
1930,IDAHO,916,447,2.0492170022371363
1930,ILLINOIS,17913,7644,2.3434065934065935
1930,INDIANA,4950,3242,1.526835286859963
1930,IOWA,12857,2475,5.194747474747475
1930,KANSAS,15317,1883,8.134360063728094
1930,KENTUCKY,1802,2623,0.6869996187571483
1930,LOUISIANA,2574,2105,1.2228028503562944
1930,MAINE,1646,800,2.0575
1930,MARYLAND,1276,1636,0.7799511002444988
1930,MASSACHUSETTS,38809,4250,9.131529411764706
1930,MICHIGAN,44587,4834,9.223624327678941
1930,MINNESOTA,6415,2576,2.4902950310559007
1930,MISSOURI,6598,3646,1.809654415798135
1930,MONTANA,789,539,1.463821892393321
1930,NEBRASKA,11334,1380,8.21304347826087
1930,NEVADA,25,92,0.2717391304347826
1930,NEW HAMPSHIRE,764,466,1.6394849785407726
1930,NEW JERSEY,30941,4068,7.605948869223205
1930,NEW MEXICO,2543,427,5.955503512880562
1930,NEW YORK,41130,12647,3.2521546611844707
1930,NORTH CAROLINA,1481,3167,0.46763498579096935
1930,NORTH DAKOTA,796,682,1.1671554252199414
1930,OHIO,24662,6662,3.701891323926749
1930,OKLAHOMA,6661,2401,2.7742607246980424
1930,OREGON,3236,956,3.3849372384937237
1930,PENNSYLVANIA,44485,9649,4.610322313193077
1930,RHODE ISLAND,268,686,0.39067055393586003
1930,SOUTH CAROLINA,282,1745,0.16160458452722062
1930,SOUTH DAKOTA,3006,693,4.337662337662338
1930,TENNESSEE,5170,2619,1.9740358915616647
1930,TEXAS,7076,5844,1.210814510609172
1930,UTAH,8700,509,17.092337917485267
1930,VERMONT,1021,360,2.8361111111111112
1930,VIRGINIA,4866,2427,2.004944375772559
1930,WASHINGTON,15625,1568,9.964923469387756
1930,WEST VIRGINIA,2924,1733,1.6872475476053088
1930,WISCONSIN,24073,2950,8.160338983050847
1930,WYOMING,768,226,3.398230088495575
1931,ALABAMA,10650,2649,4.020385050962627
1931,ARIZONA,2158,429,5.03030303030303
1931,ARKANSAS,952,1848,0.5151515151515151
1931,CALIFORNIA,32996,5824,5.665521978021978
1931,COLORADO,6656,1056,6.303030303030303
1931,CONNECTICUT,18371,1628,11.284398034398034
1931,DELAWARE,3197,242,13.210743801652892
1931,FLORIDA,6369,1493,4.265907568653717
1931,GEORGIA,4040,2924,1.3816689466484269
1931,IDAHO,131,454,0.28854625550660795
1931,ILLINOIS,53774,7687,6.995446858332249
1931,INDIANA,23864,3257,7.326988025790605
1931,IOWA,977,2482,0.3936341659951652
1931,KANSAS,1885,1881,1.002126528442318
1931,KENTUCKY,5105,2652,1.9249622926093515
1931,LOUISIANA,387,2124,0.18220338983050846
1931,MAINE,3651,807,4.5241635687732344
1931,MARYLAND,21107,1657,12.738080869040434
1931,MASSACHUSETTS,19552,4248,4.602636534839925
1931,MICHIGAN,7865,4798,1.6392246769487286
1931,MINNESOTA,5212,2614,1.9938791124713084
1931,MISSOURI,16925,3711,4.560765292374024
1931,MONTANA,2322,540,4.3
1931,NEBRASKA,387,1384,0.2796242774566474
1931,NEVADA,15,94,0.1595744680851064
1931,NEW HAMPSHIRE,1697,470,3.6106382978723404
1931,NEW JERSEY,21952,4120,5.328155339805825
1931,NEW MEXICO,1461,436,3.3509174311926606
1931,NEW YORK,61743,12848,4.805650684931507
1931,NORTH CAROLINA,17348,3184,5.448492462311558
1931,NORTH DAKOTA,1045,680,1.536764705882353
1931,OHIO,25948,6694,3.8763071407230356
1931,OKLAHOMA,860,2403,0.35788597586350396
1931,OREGON,3061,966,3.168737060041408
1931,PENNSYLVANIA,100196,9707,10.322035644380344
1931,RHODE ISLAND,4529,681,6.650513950073422
1931,SOUTH CAROLINA,3903,1753,2.226468910439247
1931,SOUTH DAKOTA,1904,694,2.7435158501440924
1931,TENNESSEE,6597,2657,2.482875423409861
1931,TEXAS,2942,5907,0.4980531572710344
1931,UTAH,198,513,0.38596491228070173
1931,VERMONT,1207,359,3.362116991643454
1931,VIRGINIA,6733,2445,2.7537832310838444
1931,WASHINGTON,4068,1581,2.5730550284629983
1931,WEST VIRGINIA,5144,1740,2.9563218390804598
1931,WISCONSIN,20070,2990,6.712374581939799
1931,WYOMING,139,229,0.6069868995633187
1932,ALABAMA,310,2653,0.11684885035808519
1932,ARIZONA,91,426,0.2136150234741784
1932,ARKANSAS,112,1836,0.061002178649237473
1932,CALIFORNIA,18199,5894,3.0877163216830676
1932,COLORADO,3837,1066,3.599437148217636
1932,CONNECTICUT,6343,1637,3.874770922419059
1932,DELAWARE,62,245,0.2530612244897959
1932,FLORIDA,248,1521,0.16305062458908612
1932,GEORGIA,1257,2935,0.4282793867120954
1932,IDAHO,100,459,0.2178649237472767
1932,ILLINOIS,26112,7736,3.375387797311272
1932,INDIANA,3541,3281,1.0792441328863152
1932,IOWA,192,2489,0.07713941341904379
1932,KANSAS,8229,1883,4.370154009559214
1932,KENTUCKY,1999,2676,0.7470104633781763
1932,LOUISIANA,1952,2155,0.905800464037123
1932,MAINE,11108,815,13.629447852760736
1932,MARYLAND,1343,1678,0.800357568533969
1932,MASSACHUSETTS,25811,4259,6.060342803474994
1932,MICHIGAN,60439,4780,12.644142259414226
1932,MINNESOTA,2966,2646,1.1209372637944066
1932,MISSOURI,2002,3746,0.5344367325146824
1932,MONTANA,7069,540,13.09074074074074
1932,NEBRASKA,487,1386,0.3513708513708514
1932,NEVADA,6,96,0.0625
1932,NEW HAMPSHIRE,757,474,1.5970464135021096
1932,NEW JERSEY,17094,4120,4.149029126213592
1932,NEW MEXICO,1825,441,4.138321995464852
1932,NEW YORK,72438,13001,5.5717252519036995
1932,NORTH CAROLINA,14648,3227,4.539200495816548
1932,NORTH DAKOTA,3013,676,4.457100591715976
1932,OHIO,54240,6717,8.075033497096918
1932,OKLAHOMA,1252,2394,0.5229741019214703
1932,OREGON,7270,972,7.479423868312757
1932,PENNSYLVANIA,51772,9764,5.3023351085620645
1932,RHODE ISLAND,9970,677,14.726735598227474
1932,SOUTH CAROLINA,4258,1748,2.435926773455378
1932,SOUTH DAKOTA,1010,692,1.4595375722543353
1932,TENNESSEE,1943,2711,0.716709701217263
1932,TEXAS,4993,5961,0.8376111390706258
1932,UTAH,112,517,0.21663442940038685
1932,VERMONT,4364,358,12.189944134078212
1932,VIRGINIA,1514,2452,0.6174551386623165
1932,WASHINGTON,17170,1584,10.839646464646465
1932,WEST VIRGINIA,12871,1747,7.367487120778478
1932,WISCONSIN,47664,3021,15.777557100297914
1932,WYOMING,557,230,2.4217391304347826
1933,ALABAMA,2224,2661,0.8357760240511086
1933,ARIZONA,1312,426,3.07981220657277
1933,ARKANSAS,6859,1854,3.699568500539374
1933,CALIFORNIA,35840,5963,6.01039745094751
1933,COLORADO,447,1071,0.4173669467787115
1933,CONNECTICUT,6300,1642,3.8367844092570036
1933,DELAWARE,352,248,1.4193548387096775
1933,FLORIDA,1008,1552,0.6494845360824743
1933,GEORGIA,6096,2950,2.0664406779661015
1933,IDAHO,1176,464,2.5344827586206895
1933,ILLINOIS,20781,7768,2.675205973223481
1933,INDIANA,5940,3304,1.797820823244552
1933,IOWA,977,2495,0.3915831663326653
